risk_cluster_key,risk_tags,cluster_size,candidate_owner,candidate_duplicates,semantic_equivalence_guess,safe_to_auto_retire,reason,review_priority,review_score,member_files,unique_called_targets,unique_assertion_shapes,owner_confidence
ssl_policy:monkeypatch_setattr:boolean_identity+truthy,ssl_policy,1,scripts/ssl_policy.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m6d_ssl_policy.py,monkeypatch_setattr,boolean_identity+truthy,high
ssl_policy:resp:boolean_identity+truthy,conversation_context;ssl_policy,1,scripts/ssl_policy.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m6d_ssl_policy.py,resp,boolean_identity+truthy,high
ssl_policy:sp_resolve_ssl_policy:no_assert,ssl_policy,1,scripts/ssl_policy.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m6d_ssl_policy.py,sp_resolve_ssl_policy,no_assert,high
unknown:__import__:contains,unknown,3,tests/unit/test_m5d_publication_candidate.py::test_activation_semantics_publication_plan_rehashed_still_blocked,tests/unit/test_m5d_publication_candidate.py::test_readonly_only_missing_or_wrong_type_rejected_after_rehash;tests/unit/test_m5d_publication_candidate.py::test_rollback_plan_and_authorization_material_rehashed_still_blocked,partial,manual_review_required,static cluster overlap needs human semantic review,P3,2,tests/unit/test_m5d_publication_candidate.py,__import__,contains,low
unknown:_assert_probe_envelope_first_row_freshness:no_assert,unknown,3,tests/unit/test_twse_mis_normalization_v2.py::test_probe_envelope_uses_first_row_stale_freshness_without_network,tests/unit/test_twse_mis_normalization_v2.py::test_probe_envelope_uses_first_row_delayed_freshness_without_network;tests/unit/test_twse_mis_normalization_v2.py::test_probe_envelope_uses_first_row_live_candidate_freshness_without_network,partial,manual_review_required,static cluster overlap needs human semantic review,P1,11,tests/unit/test_twse_mis_normalization_v2.py,_assert_probe_envelope_first_row_freshness,no_assert,low
unknown:_load_static_matrix_fixture:contains+equals,unknown,1,tests/unit/test_twse_mis_normalization_v2.py::test_twse_mis_normalization_v2_static_fixture_matrix,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_twse_mis_normalization_v2.py,_load_static_matrix_fixture,contains+equals,low
unknown:_observation_counts:equals,unknown,1,tests/unit/test_m6a_observation_ux.py::test_observation_counts_treat_closed_session_rows_as_degraded,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m6a_observation_ux.py,_observation_counts,equals,low
unknown:_parse_ladder:equals,unknown,1,tests/unit/test_twse_mis_normalization_v2.py::test_bid_ladder_and_ask_ladder_parsing,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_twse_mis_normalization_v2.py,_parse_ladder,equals,low
unknown:_parse_mis_item:contains+equals,unknown,1,tests/unit/test_m5l_live_source_adapter_matrix.py::test_twse_mis_price_falls_back_to_y_as_reference_only_when_z_missing_dash,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_m5l_live_source_adapter_matrix.py,_parse_mis_item,contains+equals,low
unknown:_parse_mis_item:equals,unknown,3,tests/unit/test_m5l_live_source_adapter_matrix.py::test_twse_mis_price_prefers_numeric_z_over_y,tests/unit/test_m5l_live_source_adapter_matrix.py::test_twse_mis_source_timestamp_prefers_tlong;tests/unit/test_m5lrm_contract_convergence.py::test_shared_normalization_used_by_twse_mis_and_taifex,partial,manual_review_required,static cluster overlap needs human semantic review,P1,11,tests/unit/test_m5l_live_source_adapter_matrix.py;tests/unit/test_m5lrm_contract_convergence.py,_parse_mis_item,equals,low
unknown:_parse_mis_item:equals+truthy,unknown,1,tests/unit/test_m5l_live_source_adapter_matrix.py::test_twse_mis_price_unavailable_when_z_and_y_missing_dash,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_m5l_live_source_adapter_matrix.py,_parse_mis_item,equals+truthy,low
unknown:_parse_taifex_tx_item:equals,unknown,1,tests/unit/test_m5k_workflow.py::test_taifex_contract_selection_and_normalization_fixture,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5k_workflow.py,_parse_taifex_tx_item,equals,low
unknown:_safe_float:contains+equals+truthy,unknown,1,tests/unit/test_twse_mis_normalization_v2.py::test_safe_numeric_parsing_zero_dash_empty_and_malformed,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_twse_mis_normalization_v2.py,_safe_float,contains+equals+truthy,low
unknown:_targets:boolean_identity+contains+equals,unknown,1,tests/unit/test_m3g10_bridge_dry_run.py::test_m3g10_failed_source_fixture_reports_non_empty_failed_targets,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m3g10_bridge_dry_run.py,_targets,boolean_identity+contains+equals,low
unknown:_targets:boolean_identity+equals,unknown,1,tests/unit/test_m3g10_bridge_dry_run.py::test_m3g10_official_eod_fixture_preserves_eod_semantics,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m3g10_bridge_dry_run.py,_targets,boolean_identity+equals,low
unknown:_watchlist:equals,unknown,1,tests/unit/test_m5l_live_source_adapter_matrix.py::test_source_routes_are_adapter_driven,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_m5l_live_source_adapter_matrix.py,_watchlist,equals,low
unknown:_write_test:contains,unknown,1,tests/unit/test_analyze_test_risk_inventory.py::test_inventory_script_does_not_mark_partial_or_unknown_clusters_as_safe,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_analyze_test_risk_inventory.py,_write_test,contains,low
unknown:_write_test:contains+equals,unknown,1,tests/unit/test_analyze_test_risk_inventory.py::test_inventory_script_detects_parametrized_tests,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_analyze_test_risk_inventory.py,_write_test,contains+equals,low
unknown:_write_test:equals,unknown,2,tests/unit/test_analyze_test_risk_inventory.py::test_inventory_script_detects_test_functions,tests/unit/test_analyze_test_risk_inventory.py::test_cluster_key_uses_primary_risk_target_and_assertion_shape,partial,manual_review_required,static cluster overlap needs human semantic review,P1,10,tests/unit/test_analyze_test_risk_inventory.py,_write_test,equals,low
unknown:all:contains,unknown,2,tests/unit/test_source_authority_registry.py::test_registry_no_production_allowed,tests/unit/test_source_family_coverage_matrix.py::test_coverage_production_false,partial,manual_review_required,static cluster overlap needs human semantic review,P1,10,tests/unit/test_source_authority_registry.py;tests/unit/test_source_family_coverage_matrix.py,all,contains,low
unknown:any:boolean_identity+contains+equals,unknown,4,tests/unit/test_yahoo_probe_classification.py::test_identity_mismatch_japan_otc_is_rejected,tests/unit/test_yahoo_probe_classification.py::test_batch_identity_mismatch_fails_whole_batch;tests/unit/test_yahoo_probe_classification.py::test_identity_mismatch_forside_name_is_rejected;tests/unit/test_yahoo_probe_classification.py::test_identity_mismatch_suffix_drop_is_rejected,partial,manual_review_required,static cluster overlap needs human semantic review,P1,12,tests/unit/test_yahoo_probe_classification.py,any,boolean_identity+contains+equals,low
unknown:any:contains,unknown,3,tests/unit/test_m5d_publication_candidate.py::test_candidate_payload_tampering,tests/unit/test_m5d_publication_candidate.py::test_missing_caveat;tests/unit/test_staging_payload_fixture_corpus.py::test_twse_mis_risk_preserved,partial,manual_review_required,static cluster overlap needs human semantic review,P3,2,tests/unit/test_m5d_publication_candidate.py;tests/unit/test_staging_payload_fixture_corpus.py,any,contains,low
unknown:any:contains+equals,unknown,6,tests/unit/test_failure_injection_scenarios.py::test_failure_injection_scenarios_execute_and_pass_expected_rejections,tests/unit/test_m3g_live_probe_to_snapshot_adapter.py::test_yahoo_identity_mismatch_blocks_mapping;tests/unit/test_yahoo_probe_classification.py::test_empty_chart_result_does_not_crash;tests/unit/test_yahoo_probe_classification.py::test_expected_supported_symbol_404_goes_to_failed;tests/unit/test_yahoo_probe_classification.py::test_known_unsupported_placeholder_goes_to_unsupported;tests/unit/test_yahoo_probe_classification.py::test_network_exception_is_classified_as_error,partial,manual_review_required,static cluster overlap needs human semantic review,P2,5,tests/unit/test_failure_injection_scenarios.py;tests/unit/test_m3g_live_probe_to_snapshot_adapter.py;tests/unit/test_yahoo_probe_classification.py,any,contains+equals,low
unknown:any:equals,unknown,5,tests/unit/test_m5l_live_source_adapter_matrix.py::test_source_capabilities_summary,tests/unit/test_validate_source_registry.py::test_source_registry_malformed_entry_structured_no_traceback;tests/unit/test_validate_source_registry.py::test_source_registry_rejects_duplicate_source_id;tests/unit/test_validate_source_registry.py::test_source_registry_rejects_empty_or_missing_sources;tests/unit/test_validate_source_registry.py::test_source_registry_requires_six_core_sources,partial,manual_review_required,static cluster overlap needs human semantic review,P0,13,tests/unit/test_m5l_live_source_adapter_matrix.py;tests/unit/test_validate_source_registry.py,any,equals,low
unknown:any:equals+truthy,unknown,1,tests/unit/test_run_m4_local_validation.py::test_local_validation_fails_bad_manifest,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_run_m4_local_validation.py,any,equals+truthy,low
unknown:audit_read_text:equals,unknown,1,tests/unit/test_m5c_supplemental_audit.py::test_audit_rejects_wrong_artifact_type,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5c_supplemental_audit.py,audit_read_text,equals,low
unknown:auth:equals,unknown,2,tests/unit/test_m5i_explicit_bounded_refresh.py::test_authorization_accepts_valid_contract,tests/unit/test_m5i_explicit_bounded_refresh.py::test_partial_failure_blocks_promotion,partial,manual_review_required,static cluster overlap needs human semantic review,P1,10,tests/unit/test_m5i_explicit_bounded_refresh.py,auth,equals,low
unknown:auth:truthy,unknown,1,tests/unit/test_m5i_explicit_bounded_refresh.py::test_single_use_claim_creation,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_m5i_explicit_bounded_refresh.py,auth,truthy,low
unknown:base:equals,unknown,1,tests/unit/test_validator_regression_matrix.py::test_twse_mis_unofficial_risk_aliases,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_validator_regression_matrix.py,base,equals,low
unknown:base:equals+truthy,unknown,1,tests/unit/test_validator_regression_matrix.py::test_source_id_allowlist_and_safe_bounded_universe,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_validator_regression_matrix.py,base,equals+truthy,low
unknown:base:truthy,unknown,1,tests/unit/test_validator_regression_matrix.py::test_target_scope_mode_case_insensitive_full_market_blocking,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_validator_regression_matrix.py,base,truthy,low
unknown:body:truthy,unknown,4,tests/unit/test_pr_body_changed_files_consistency.py::test_exact_match_pass,tests/unit/test_pr_body_changed_files_consistency.py::test_duplicate_file_entry_warning;tests/unit/test_pr_body_changed_files_consistency.py::test_extra_nonexistent_file_fail;tests/unit/test_pr_body_changed_files_consistency.py::test_missing_changed_file_warning,partial,manual_review_required,static cluster overlap needs human semantic review,P1,12,tests/unit/test_pr_body_changed_files_consistency.py,body,truthy,low
unknown:build_adapter_report:contains+equals,unknown,4,tests/unit/test_m3g_live_probe_to_snapshot_adapter.py::test_valid_run_summary_mapping,tests/unit/test_m3g_live_probe_to_snapshot_adapter.py::test_missing_output_file_fails_closed;tests/unit/test_m3g_live_probe_to_snapshot_adapter.py::test_official_openapi_mapping;tests/unit/test_m3g_live_probe_to_snapshot_adapter.py::test_yahoo_single_object_normalized_sample_mapping,partial,manual_review_required,static cluster overlap needs human semantic review,P0,13,tests/unit/test_m3g_live_probe_to_snapshot_adapter.py,build_adapter_report,contains+equals,low
unknown:build_adapter_report:equals+truthy,unknown,1,tests/unit/test_m3g_live_probe_to_snapshot_adapter.py::test_malformed_run_summary_fails_closed,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m3g_live_probe_to_snapshot_adapter.py,build_adapter_report,equals+truthy,low
unknown:build_manifest:equals,unknown,2,tests/unit/test_build_fixture_hash_manifest.py::test_build_manifest_hash,tests/unit/test_validate_fixture_hash_manifest.py::test_validate_manifest_ok,partial,manual_review_required,static cluster overlap needs human semantic review,P1,10,tests/unit/test_build_fixture_hash_manifest.py;tests/unit/test_validate_fixture_hash_manifest.py,build_manifest,equals,low
unknown:build_mock_inputs_from_fixtures:contains+equals,unknown,1,tests/test_market_snapshot_generator.py::test_mock_fixtures_can_be_loaded,,unclear,no,single test or no duplicate evidence,P3,9,tests/test_market_snapshot_generator.py,build_mock_inputs_from_fixtures,contains+equals,low
unknown:build_mock_inputs_from_fixtures:equals,unknown,1,tests/test_market_snapshot_generator.py::test_parsed_labeling,,unclear,no,single test or no duplicate evidence,P3,9,tests/test_market_snapshot_generator.py,build_mock_inputs_from_fixtures,equals,low
unknown:build_summary_entry:boolean_identity+equals,unknown,2,tests/test_m3g04_controlled_live_probe.py::test_build_summary_entry,tests/test_m3g04_controlled_live_probe.py::test_build_summary_entry_none_result,partial,manual_review_required,static cluster overlap needs human semantic review,P1,11,tests/test_m3g04_controlled_live_probe.py,build_summary_entry,boolean_identity+equals,low
unknown:chk:truthy,unknown,2,tests/unit/test_pr_body_changed_files_consistency.py::test_no_section_fail,tests/unit/test_pr_body_changed_files_consistency.py::test_markdown_fenced_block_parsing,partial,manual_review_required,static cluster overlap needs human semantic review,P1,10,tests/unit/test_pr_body_changed_files_consistency.py,chk,truthy,low
unknown:client_get:boolean_identity+contains+equals+truthy,unknown,1,tests/unit/test_server.py::test_governance_endpoint_describes_manual_probe_boundary,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_server.py,client_get,boolean_identity+contains+equals+truthy,low
unknown:client_get:contains+equals,unknown,1,tests/unit/test_server.py::test_root_endpoint,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_server.py,client_get,contains+equals,low
unknown:client_get:contains+equals+truthy,unknown,1,tests/unit/test_server.py::test_probe_endpoints_disabled_without_live_imports,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_server.py,client_get,contains+equals+truthy,low
unknown:client_get:equals,unknown,1,tests/unit/test_server.py::test_health_endpoint,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_server.py,client_get,equals,low
unknown:contract_exists:truthy,unknown,1,tests/unit/test_twse_mis_docs.py::test_docs_exist,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_twse_mis_docs.py,contract_exists,truthy,low
unknown:copy_candidate:contains,unknown,6,tests/unit/test_m5d_publication_candidate.py::test_temporary_path_leakage,tests/unit/test_m5d_publication_candidate.py::test_exact_artifact_set_rejects_extra_file;tests/unit/test_m5d_publication_candidate.py::test_frontend_public_baseline_drift_detection;tests/unit/test_m5d_publication_candidate.py::test_manifest_final_false_fails_candidate_validator;tests/unit/test_m5d_publication_candidate.py::test_non_json_extra_file_rejected;tests/unit/test_m5d_publication_candidate.py::test_upstream_binding_mutation_fails_candidate_validator,partial,manual_review_required,static cluster overlap needs human semantic review,P0,15,tests/unit/test_m5d_publication_candidate.py,copy_candidate,contains,low
unknown:copy_deepcopy:truthy,unknown,1,tests/unit/test_validate_source_registry.py::test_source_registry_runs_schema_validator_for_array_boolean_and_contains,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_validate_source_registry.py,copy_deepcopy,truthy,low
unknown:datetime:contains,unknown,1,tests/unit/test_yahoo_normalized_chart_v1.py::test_array_length_mismatch,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_yahoo_normalized_chart_v1.py,datetime,contains,low
unknown:datetime:contains+equals,unknown,6,tests/unit/test_tpex_openapi_normalization_v1.py::test_valid_tpex_row,tests/unit/test_twse_openapi_normalization_v1.py::test_valid_twse_row;tests/unit/test_yahoo_normalized_chart_v1.py::test_empty_chart_result;tests/unit/test_yahoo_normalized_chart_v1.py::test_missing_adjclose_adds_flag_and_empty_list;tests/unit/test_yahoo_normalized_chart_v1.py::test_missing_volume_array;tests/unit/test_yahoo_normalized_chart_v1.py::test_valid_chart_normalization,partial,manual_review_required,static cluster overlap needs human semantic review,P0,14,tests/unit/test_tpex_openapi_normalization_v1.py;tests/unit/test_twse_openapi_normalization_v1.py;tests/unit/test_yahoo_normalized_chart_v1.py,datetime,contains+equals,low
unknown:datetime:contains+truthy,unknown,1,tests/unit/test_yahoo_normalized_chart_v1.py::test_malformed_timestamp_flag,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_yahoo_normalized_chart_v1.py,datetime,contains+truthy,low
unknown:datetime:equals,unknown,3,tests/unit/test_tpex_openapi_normalization_v1.py::test_tpex_legacy_aliases,tests/unit/test_yahoo_normalized_chart_v1.py::test_exchange_timezone_name_preference;tests/unit/test_yahoo_normalized_chart_v1.py::test_preserves_none_values,partial,manual_review_required,static cluster overlap needs human semantic review,P1,11,tests/unit/test_tpex_openapi_normalization_v1.py;tests/unit/test_yahoo_normalized_chart_v1.py,datetime,equals,low
unknown:datetime_now:contains+truthy,unknown,6,tests/unit/test_tpex_openapi_normalization_v1.py::test_missing_close_does_not_crash,tests/unit/test_tpex_openapi_normalization_v1.py::test_malformed_close_does_not_crash;tests/unit/test_tpex_openapi_normalization_v1.py::test_missing_trade_date;tests/unit/test_twse_openapi_normalization_v1.py::test_malformed_close_does_not_crash;tests/unit/test_twse_openapi_normalization_v1.py::test_missing_close_does_not_crash;tests/unit/test_twse_openapi_normalization_v1.py::test_missing_trade_date,partial,manual_review_required,static cluster overlap needs human semantic review,P3,4,tests/unit/test_tpex_openapi_normalization_v1.py;tests/unit/test_twse_openapi_normalization_v1.py,datetime_now,contains+truthy,low
unknown:detect_yahoo_identity_mismatch:boolean_identity+contains,unknown,1,tests/unit/test_yahoo_probe_classification.py::test_detect_yahoo_identity_mismatch_helper,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_yahoo_probe_classification.py,detect_yahoo_identity_mismatch,boolean_identity+contains,low
unknown:draft202012validator_check_schema:no_assert,unknown,3,tests/unit/test_authorization_token_schema.py::test_authorization_schema_is_valid_draft_2020_12,tests/unit/test_evidence_ledger_schema.py::test_evidence_schema_is_valid_draft_2020_12;tests/unit/test_source_contract_schema.py::test_source_schema_is_valid_draft_2020_12,partial,manual_review_required,static cluster overlap needs human semantic review,P1,11,tests/unit/test_authorization_token_schema.py;tests/unit/test_evidence_ledger_schema.py;tests/unit/test_source_contract_schema.py,draft202012validator_check_schema,no_assert,low
unknown:env_pop:contains+equals,unknown,2,tests/unit/test_mcp_server.py::test_mcp_server_cli_startup_imports_validator_without_repo_pythonpath,tests/unit/test_run_all_probes_legacy_gate.py::test_run_all_probes_script_exits_before_probe_without_ack,partial,manual_review_required,static cluster overlap needs human semantic review,P1,10,tests/unit/test_mcp_server.py;tests/unit/test_run_all_probes_legacy_gate.py,env_pop,contains+equals,low
unknown:errors_append:equals,unknown,1,tests/unit/test_m5b_failure_injection.py::test_result_contains_unauthorized_symbols_guard,,unclear,no,single test or no duplicate evidence,P3,0,tests/unit/test_m5b_failure_injection.py,errors_append,equals,low
unknown:errs:equals,unknown,1,tests/unit/test_controlled_refresh_staging_validator.py::test_valid_schema_pass,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_controlled_refresh_staging_validator.py,errs,equals,low
unknown:evaluate_repo_safety:truthy,unknown,2,tests/unit/test_repo_safety_preflight.py::test_preflight_required_files_ok,tests/unit/test_repo_safety_preflight.py::test_injected_changed_files_fail,partial,manual_review_required,static cluster overlap needs human semantic review,P1,10,tests/unit/test_repo_safety_preflight.py,evaluate_repo_safety,truthy,low
unknown:exception:boolean_identity+contains+equals,unknown,1,tests/unit/test_probes.py::test_twse_openapi_failure,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_probes.py,exception,boolean_identity+contains+equals,low
unknown:exists:truthy,unknown,1,tests/unit/test_repo_wide_governance_regression_m4.py::test_no_env_committed,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_repo_wide_governance_regression_m4.py,exists,truthy,low
unknown:generate_failed_observations:equals,unknown,1,tests/test_generate_watchlist_observations.py::test_generate_failed_observations,,unclear,no,single test or no duplicate evidence,P3,9,tests/test_generate_watchlist_observations.py,generate_failed_observations,equals,low
unknown:generate_standard_envelope:boolean_identity,unknown,1,tests/unit/test_probe_utils.py::test_envelope_auth_required_classification,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_probe_utils.py,generate_standard_envelope,boolean_identity,low
unknown:generate_standard_envelope:boolean_identity+contains+equals,unknown,1,tests/unit/test_probe_utils.py::test_generate_standard_envelope,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_probe_utils.py,generate_standard_envelope,boolean_identity+contains+equals,low
unknown:generate_standard_envelope:boolean_identity+equals,unknown,2,tests/unit/test_probe_utils.py::test_envelope_doc_only_classification,tests/unit/test_probe_utils.py::test_envelope_failed_classification,partial,manual_review_required,static cluster overlap needs human semantic review,P1,10,tests/unit/test_probe_utils.py,generate_standard_envelope,boolean_identity+equals,low
unknown:generate_symbol_observations:contains,unknown,7,tests/test_generate_watchlist_observations.py::test_generate_symbol_observations_stale_and_eod,tests/test_generate_watchlist_observations.py::test_generate_symbol_observations_delayed_quote;tests/test_generate_watchlist_observations.py::test_generate_symbol_observations_live_and_spread;tests/test_generate_watchlist_observations.py::test_generate_symbol_observations_near_thresholds;tests/test_generate_watchlist_observations.py::test_generate_symbol_observations_price_above_prev_close;tests/test_generate_watchlist_observations.py::test_generate_symbol_observations_price_below_prev_close;tests/test_generate_watchlist_observations.py::test_generate_symbol_observations_volume_active,partial,manual_review_required,static cluster overlap needs human semantic review,P0,15,tests/test_generate_watchlist_observations.py,generate_symbol_observations,contains,low
unknown:get_env:contains+equals,unknown,3,tests/test_m3g04_controlled_live_probe.py::test_max_targets_enforcement,tests/test_m3g04_controlled_live_probe.py::test_prohibited_source_rejection;tests/test_m3g04_controlled_live_probe.py::test_unknown_source_rejection,partial,manual_review_required,static cluster overlap needs human semantic review,P1,12,tests/test_m3g04_controlled_live_probe.py,get_env,contains+equals,low
unknown:get_env:equals,unknown,1,tests/test_m3g04_controlled_live_probe.py::test_empty_targets_rejection,,unclear,no,single test or no duplicate evidence,P3,10,tests/test_m3g04_controlled_live_probe.py,get_env,equals,low
unknown:get_m5l_source_adapter_matrix_tool:boolean_identity+equals,unknown,1,tests/unit/test_m5l_live_source_adapter_matrix.py::test_mcp_m5l_capability_tools_exposed_without_network,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_m5l_live_source_adapter_matrix.py,get_m5l_source_adapter_matrix_tool,boolean_identity+equals,low
unknown:int:contains+equals,unknown,1,tests/unit/test_twse_mis_normalization_v2.py::test_stale_and_delayed_timestamp_classification,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_twse_mis_normalization_v2.py,int,contains+equals,low
unknown:invalid_fixture_read_text:truthy,unknown,1,tests/unit/test_m5a_live_probe_authorization_request.py::test_invalid_fixture_cases_fail_with_expected_structured_codes,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5a_live_probe_authorization_request.py,invalid_fixture_read_text,truthy,low
unknown:join:contains,unknown,2,tests/unit/test_twse_mis_docs.py::test_docs_mention_governance_boundaries,tests/unit/test_twse_mis_docs.py::test_no_claims_of_official_realtime,partial,manual_review_required,static cluster overlap needs human semantic review,P1,10,tests/unit/test_twse_mis_docs.py,join,contains,low
unknown:kwargs_get:contains+equals,unknown,1,tests/unit/test_yahoo_probe_classification.py::test_identity_mismatch_status_not_string_dependent,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_yahoo_probe_classification.py,kwargs_get,contains+equals,low
unknown:legacy_gate_message:contains,unknown,1,tests/unit/test_run_all_probes_legacy_gate.py::test_legacy_gate_message_names_required_ack,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_run_all_probes_legacy_gate.py,legacy_gate_message,contains,low
unknown:legacy_run_all_probes_acknowledged:boolean_identity,unknown,1,tests/unit/test_run_all_probes_legacy_gate.py::test_legacy_gate_requires_explicit_environment_ack,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_run_all_probes_legacy_gate.py,legacy_run_all_probes_acknowledged,boolean_identity,low
unknown:load:boolean_identity+contains,unknown,1,tests/unit/test_source_contract_schema.py::test_source_schema_fields,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_source_contract_schema.py,load,boolean_identity+contains,low
unknown:load:contains,unknown,4,tests/unit/test_fixture_replay_scenario_schema.py::test_replay_schema_fields,tests/unit/test_replay_audit_event_ledger.py::test_audit_event_types;tests/unit/test_source_risk_flag_catalog.py::test_risk_flags_present;tests/unit/test_workflow_policy_matrix.py::test_workflow_policy_matrix_and_ci_local_only,partial,manual_review_required,static cluster overlap needs human semantic review,P1,12,tests/unit/test_fixture_replay_scenario_schema.py;tests/unit/test_replay_audit_event_ledger.py;tests/unit/test_source_risk_flag_catalog.py;tests/unit/test_workflow_policy_matrix.py,load,contains,low
unknown:load:equals,unknown,7,tests/unit/test_authorization_token_schema.py::test_authorization_token_sample_passes_schema_validation,tests/unit/test_evidence_ledger_schema.py::test_real_evidence_entries_pass_schema_validation;tests/unit/test_governance_policy_manifest.py::test_manifest_valid;tests/unit/test_release_gate_matrix.py::test_release_gate_current_local_only;tests/unit/test_replay_golden_snapshots.py::test_golden_summary;tests/unit/test_run_m4_readiness_check.py::test_evidence_ledger_detects_hash_mismatch;tests/unit/test_source_contract_schema.py::test_real_registry_entries_pass_source_schema_validation,partial,manual_review_required,static cluster overlap needs human semantic review,P0,16,tests/unit/test_authorization_token_schema.py;tests/unit/test_evidence_ledger_schema.py;tests/unit/test_governance_policy_manifest.py;tests/unit/test_release_gate_matrix.py;tests/unit/test_replay_golden_snapshots.py;tests/unit/test_run_m4_readiness_check.py;tests/unit/test_source_contract_schema.py,load,equals,low
unknown:load:truthy,unknown,3,tests/unit/test_failure_injection_scenarios.py::test_failure_injection_scenarios_present,tests/unit/test_source_authority_registry.py::test_registry_entries;tests/unit/test_versioned_readiness_snapshot.py::test_readiness_false_flags,partial,manual_review_required,static cluster overlap needs human semantic review,P3,1,tests/unit/test_failure_injection_scenarios.py;tests/unit/test_source_authority_registry.py;tests/unit/test_versioned_readiness_snapshot.py,load,truthy,low
unknown:load_json:boolean_identity,unknown,1,tests/unit/test_m5n_watchlist_workflow.py::test_watchlist_governance_safety_recommendation_assertion_allowed,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5n_watchlist_workflow.py,load_json,boolean_identity,low
unknown:load_json:boolean_identity+equals+truthy,unknown,1,tests/unit/test_m5k_workflow.py::test_plan_live_observation_has_no_network_or_write_and_uses_routes,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5k_workflow.py,load_json,boolean_identity+equals+truthy,low
unknown:load_json:no_assert,unknown,1,tests/test_generate_chatgpt_briefing.py::test_missing_input_file,,unclear,no,single test or no duplicate evidence,P3,9,tests/test_generate_chatgpt_briefing.py,load_json,no_assert,low
unknown:load_source_adapter_matrix:boolean_identity+contains,unknown,1,tests/unit/test_m5l_live_source_adapter_matrix.py::test_adapter_matrix_schema_loads_and_has_status_groups,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_m5l_live_source_adapter_matrix.py,load_source_adapter_matrix,boolean_identity+contains,low
unknown:load_valid:contains,unknown,2,tests/unit/test_m5a_live_probe_authorization_request.py::test_rejects_unknown_empty_duplicate_and_too_many_targets,tests/unit/test_m5a_live_probe_authorization_request.py::test_rejects_source_not_requiring_live_authorization,partial,manual_review_required,static cluster overlap needs human semantic review,P1,11,tests/unit/test_m5a_live_probe_authorization_request.py,load_valid,contains,low
unknown:main:equals,unknown,1,tests/unit/test_ci_delivery_acceptance.py::test_write_report_tmp_path,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_ci_delivery_acceptance.py,main,equals,low
